Group Description,Group Code
Carpentry,43303
Other building completion and finishing activities,43309
"Other specialized construction activities

This class includes :
Construction activities specializing in one aspect common to different kind of structures, requiring specialized skill or equipment : 
construction of foundations, including pile driving
damp proofing and water proofing works
de-humidification of buildings
shaft sinking
erection of non-self - manufactured steel elements
steel bending
bricklaying and stone setting
roof covering for residential buildings
scaffolds and work platform erecting and dismantling, excluding renting of scaffolds and work platforms
erection of chimneys and industrial ovens
work with specialist access requirements necessitating climbing skills and the use of related equipment, e.g.; working at height on tall structures
Subsurface work
Construction of outdoor swimming pools
Steam cleaning, sand blasting and similar activities for building exteriors
Renting of cranes with operator
This class excludes renting of construction machinery and equipment without operator, see 7730.",43900
Sale of passenger motor vehicles,45101
"Sale of lorries, trailers and semi-trailers",45102
Sale of other motor vehicles,45109
"Repair of motor vehicles, including overhauling",45201
Repair of batteries for motor vehicles,45202
Vulcanizing or preparing of tires for motor vehicles,45203
Car washing and auto-detailing services,45204
"Maintenance of motor vehicles, n.e.c.",45209
Wholesale of motor vehicles parts and accessories,45301
Retail sale of motor vehicles parts and accessories,45302
Wholesale of motor vehicles tires and batteries,45303
Retail sale of motor vehicles tires and batteries,45304
"Sale of motor vehicle parts and accessories, n.e.c.",45309
Sale of motorcycles,45401
Maintenance and repair of motorcycles and their parts and components,45402
Sale of motorcycles parts and components,45403
"Wholesale on a fee or contract basis, of agricultural raw materials and live animals",46101
"Wholesale on a fee or contract basis, of food, beverages and tobacco",46102
"Wholesale on a fee or contract basis, of textile, clothing, and footwear",46103
"Wholesale on a fee or contract basis, of household appliances, articles and equipment",46104
"Wholesale on a fee or contract basis, of miscellaneous consumer goods",46105
"Wholesale on a fee or contract basis, of construction materials and hardware",46106
"Wholesale on a fee or contract basis, of chemical and pharmaceutical products",46107
"Wholesale on a fee or contract basis, of machinery, equipment and supplies",46108
"Wholesale on a fee or contract basis, of other products",46109
"Wholesale of palay, corn (unmilled) and other grains",46201
"Wholesale of abaca and other fibers, except synthetic fibers",46202
"Wholesale of coconut, coconut-based products, and coconut by-products (e.g., copra, macapuno, coconut husk,  coconut shell)",46203
"Wholesale of oleaginous fruits (e.g., oil seeds, palm oil, sunflower seeds, etc.)",46204
Wholesale of tobacco leaf,46205
Wholesale of flowers and plants,46206
Wholesale of livestock and poultry and unprocessed animal products,46207
Wholesale of fish and other seafood,46208
"Wholesale of farm, forest and marine products, including seeds and animal feeds, hides and skins, leather, etc. n.e.c.",46209
"Wholesale of fruits, nuts and vegetables",46301
"Wholesale of sugar, confectionery and bakery products and other processed foods",46302
"Wholesale of meat and poultry products, including eggs",46303
"Wholesale of rice, corn and other cereals",46304
Wholesale of fishery products,46305
"Wholesale of drinking water, juices (including powder), coffee, tea, cocoa, soft drinks, energy and sports drinks, alcoholic and other beverages",46306
Wholesale of tobacco products,46307
Wholesale of spices,46308
"Wholesale of food, beverage and tobacco, n.e.c.",46309
"Wholesale of textile fabrics, all kinds, including man-made fibers",46411
"Wholesale of wearing apparel, except footwear",46412
"Wholesale of made-up textile goods, except wearing apparel",46413
"Wholesale of articles of clothing, including accessories",46414
"Wholesale of footwear, all kinds of materials",46415
Wholesale of embroideries,46416
"Wholesale of cordage, rope and twine",46417
"Wholesale of leather and leather goods, including man-made leather, except footwear",46418
"Wholesale of textiles, clothing and footwear, n.e.c.",46419
Wholesale of medicinal and pharmaceutical products,46421
Wholesale of surgical and orthopedic instruments and devices,46422
Wholesale of photographic and optical goods,46423
"Wholesale of musical instruments/sporting goods (including bicycles), and games and toys",46424
Wholesale of paper and paper products (including stationeries),46425
"Wholesale of books, magazines and newspapers",46426
"Wholesale of perfumeries, cosmetics and soaps",46427
"Wholesale of watches, clocks and jewelries",46428
"Wholesale of miscellaneous consumer goods, n.e.c.",46429
"Wholesale of household-type appliances, except radio and television equipment, CD and DVD players/recorders",46491
"Wholesale of household furniture, furnishing and fixtures",46492
"Wholesale of recorded audio and video tapes, CDs, DVDs",46493
"Wholesale of chinaware, glassware, earthenware, woodenware, wickerware, corkware, plasticware, cutlery and utensils",46494
Wholesale of handicraft products,46495
Wholesale of lighting equipment,46496
Wholesale of radio and television including parts and accessories,46497
"Wholesale of other household goods, n.e.c.",46499
"Wholesale of computers, computer peripheral equipment and software

This class includes :
Wholesale of computers and computer peripheral equipment
Wholesale of software.
This class excludes :
Wholesale of electronic parts, see 4652;
Wholesale of office machinery and equipment, (except computers and peripheral equipment), see 4659;
Wholesale of computer-controlled machinery, see 4659.",46510
Wholesale of electronic valves and tubes,46521
Wholesale of semi-conductor devices,46522
Wholesale micro-chips and integrated circuits,46523
Wholesale of printed circuits,46524
Wholesale of telephone and communications equipment including parts and accessories,46525
"Wholesale of blank audio and video tapes and diskettes, magnetic and optical disks (CDs, DVDs)",46526
"Wholesale of agricultural machinery, equipment and supplies

This class includes :
Wholesale of agricultural machinery and equipment :
ploughs, manure spreaders, seeders
harvesters
threshers
milking machines
poultry-keeping machines, bee-keeping machines
tractors used in agriculture and forestry
This class also includes lawn mowers however operated",46530
Wholesale of commercial machinery and equipment,46591
Wholesale of industrial machinery and equipment,46592
"Wholesale of office machinery equipment including office furniture, furnishings, appliances and vases",46593
Wholesale of professional and scientific and measuring and controlling equipment,46594
"Wholesale of transport equipment and supplies, except land motor vehicles, motorcycles and bicycles",46595
"Wholesale of other machinery and equipment, n.e.c.",46599
"Wholesale of solid, liquid and gaseous fuels and related products

This class includes :
Wholesale of automotive fuels, greases, lubricants, oils, such as :
charcoal, coal, coke, fuel wood, naphtha
crude petroleum, crude oil, diesel fuel, gasoline, fuel oil, heating oil, kerosene
liquefied petroleum gases, butane and propane gas
lubricating oils and greases, refined petroleum products",46610
"Wholesale of metals and metal ores

This class includes :
Wholesale of ferrous and non-ferrous metal ores
Wholesale of ferrous and non-ferrous metals in primary forms
Wholesale of ferrous and non-ferrous semi-finished metal products, n.e.c
Wholesale of gold and other precious metals.
This class excludes wholesale of metal scrap, see 4669.",46620
"Wholesale of lumber and planing mill products, wood in the rough",46631
"Wholesale  of cement, hydraulic",46632
"Wholesale of masonry materials, except cement",46633
Wholesale of flat glass,46634
"Wholesale of hardware, paints, varnishes and lacquers, and plumbing materials, including fittings and fixtures",46635
Wholesale of electrical materials,46636
Wholesale of wallpaper and floor coverings,46637
"Wholesale of construction materials and supplies, n.e.c.",46639
Wholesale of industrial chemical products,46691
Wholesale of fertilizers and agro-chemical products,46692
"Wholesale of non-metallic products except cement, sand and gravel",46693
"Wholesale of scrap metals, waste and junk",46694
"Wholesale of scraps, except metal",46695
"Wholesale of other waste and scrap and other products, n.e.c.",46699
"Non-specialized wholesale trade

This class includes wholesale of a variety of goods without any particular specialization",46900
Retail selling in groceries,47111
Retail selling in supermarkets,47112
Retail selling in sari-sari stores,47113
Retail selling in convenience stores,47114
Retail selling in hypermarkets,47115
Retail selling of food products in pasalubong store/center,47116
Retail selling in department stores,47191
"Retail selling in non-specialized stores, n.e.c.",47199
Retail sale of fruits and vegetables,47211
Retail sale of eggs and dairy products,47212
Retail sale of meat and poultry products,47213
Retail sale of bakery products,47214
Retail sale of fish and other seafood (fresh and dried),47215
"Retail sale of rice, corn and other cereals",47216
"Retail sale of food products, n.e.c.",47219
Retail sale of alcoholic beverages (not consumed on the spot),47221
Retail sale of non-alcoholic beverages (not consumed on the spot),47222
Retail sale of tobacco products in specialized stores,47230
"Retail sale of automotive fuel in specialized stores

This includes the retail sale of fuel for motor vehicles and motorcycles, including lubricating products and cooling products for motor vehicles.
This class excludes :
Wholesale of fuels, see 4661;
Retail sale of fuel in combination with food, beverages, etc., with food and beverage sales dominating, see 4711;
Retail sale of liquefied petroleum gas for cooking or heating, see 4775.",47300
Retail sale of computers,47411
Retail sale of computer peripheral equipment,47412
Retail sale of computer software,47413
"Retail sale of mobile phones and other handheld mobile devices (e.g. cellular phones, smart phones, tablets)",47414
Retail sale of parts and accessories of cellular phones and other handheld mobile devices,47415
"Retail sale of other telecommunications equipment, n.e.c.",47419
"Retail sale of radio and television, including parts and accessories",47421
Retail sale of audio and video equipment,47422
"Retail sale of stereo equipment, CD and DVD players and equipment",47423
"Retail sale of audio and video equipment, n.e.c.",47429
"Retail sale of textiles, all kinds",47511
Retail sale of modistesNULL supplies,47512
Retail sale of hardware materials,47521
Retail sale of glass and mirror,47522
Retail sale of lumber,47523
Retail sale of construction materials,47524
Retail sale of masonry materials,47525
"Retail sale of nipa, bamboo and rattan",47526
"Retail sale of paints, varnishes and lacquers",47527
"Retail sale of construction supplies, n.e.c.",47529
"Retail sale of carpets, rugs, wall and floor coverings in specialized stores

This subclass includes carpets and rugs, curtains and net curtains, wallpaper and floor coverings.
This excludes retail sale of cork floor tiles, see 4752.",47530
"Retail sale of home furnishing, furniture and fixtures, including lamps and lamp shades",47591
"Retail sale of chinaware, glassware, earthenware and utensils",47592
"Retail sale of household appliances, articles and equipment",47593
"Retail sale of musical instruments and records, tapes and cartridges",47594
Retail sale of handicrafts,47595
"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores, n.e.c.",47599
"Retail sale of books, newspapers and stationery in specialized stores

This class includes retail sale of books of all kinds, newspapers and stationery. It also includes retail sale of office supplies such as pens, pencils, paper, etc. 
This class excludes retail sale of second-hand or antique books, see 4774.",47610
"Retail sale of music and video recordings in specialized stores

This class includes retail sale of musical records, audio tapes, compact discs and cassettes, video tapes and DVDs. This class also includes retail sale of blank tapes and discs.",47620
Retail sale of sporting goods and athletic supplies,47631
"Retail sale of marine supplies, including nets and gears",47632
Retail sale of camping goods and bicycles,47633
"Retail sale of games and toys in specialized stores

This class includes retail sale of games and toys, made of all materials.  
This class excludes retail sale of video game consoles; and non-customized software, including video games, see 4741.",47640
"Retail sale of wearing apparel, except footwear",47711
Retail sale of made-up textile goods,47712
"Retail sale of footwear, all kinds",47713
"Retail sale of leather and artificial leather goods and travel accessories, except footwear",47714
"Retail sale of other clothing, footwear and leather articles in specialized stores, n.e.c.",47719
Retail sale of drugs and pharmaceutical goods,47721
"Retail sale of medical, surgical and orthopedic goods/instruments and dental supplies",47722
"Retail sale of perfumery, cosmetic and toilet articles",47723
"Retail sale of feeds, fertilizers and insecticides",47731
Retail sale of gifts and novelty goods,47732
"Retail sale of office machines and equipment, excluding computers and computer peripheral equipment",47733
"Retail sale of jewelry, watches and clocks",47734
Retail sale of fresh and artificial flowers and plants,47735
Retail sale of beauty parlor supplies and equipment,47736
"Retail sale of art goods, marble products, painting and artistsNULL supplies",47737
Retail sale of optical goods and supplies,47738
"Other retail sale of new goods in specialized stores, n.e.c.",47739
"Retail sale of second-hand clothing, footwear and leather articles",47741
Retail sale of books and other goods,47742
Retail sale of antiques and auctioning houses,47743
"Retail sale of second-hand goods, n.e.c.",47749
Retail sale of liquefied petroleum gas and other fuel products,47750
Retail sale of pet,47761
Retail sale of pet supplies,47762
"Retail sale via stalls and markets of food, beverages and tobacco products

This class includes retail sale of food, beverages and tobacco products via stalls or markets.
This class excludes retail sale of prepared food for immediate consumption (mobile food vendors), see 5610.",47810
"Retail sale via stalls and markets of textiles, clothing and footwear",47820
Retail sale of prepaid cards,47891
Retail sale of internet card,47892
Retail sale of electronic load,47893
Retail sale of music and video recordings,47894
Retail sale of household appliances and consumer electronics,47895
Retail sale of books,47896
Retail sale of games and toys,47897
Retail sale of carpets and rugs,47898
"Other retail sale via stalls and markets of other goods, n.e.c.",47899
Retail sale via mail order,47911
Retail sale via telephone order,47912
Retail sale via internet,47913
Door-to-door retailing,47991
Selling by vending machine,47992
"Retail sale of health products, non-store",47993
Retail sale of water (including distribution),47994
"Other retail sale not in stores, stalls or markets, n.e.c",47999
Inter-urban passenger railway transport,49111
Urban and suburban passenger railway transport,49112
"Freight rail transport

This class includes freight transport by inter-urban, suburban and urban railways.
This class excludes :
Storage and warehousing, see 5210;
Freight terminal activities, see 5221;
Cargo handling, see 5224.",49120
Inter-urban bus line operation,49201
Urban and suburban bus line operation,49202
Local bus line operation,49203
"Chartered buses operation (e.g. tourist buses, renting of bus)",49204
Operation of school buses/shuttle,49205
"Transport via buses, n.e.c.",49209
"Urban or suburban passenger land transport, except railway or bus

This class includes :
Land transport of passengers by urban or suburban transport systems except by buses and railways. This may include different modes of street land transport. The transport is carried out on scheduled routes, on a fixed time schedule at normally fixed stops. 
This class also includes :
Town-to-airport or town-to-station lines
Operation of funicular railways, aerial cableways etc.
This class excludes passenger transport by inter-urban railways, see 4911.",49310
Jeepney and UV Express operation,49321
Tricycles and pedicabs operation,49322
Public utility cars and taxicabs operation,49323
Chartered cars (rent-a-car),49324
Operations of vehicles for transportation network service (ride-sharing services),49325
"Public Utility Electric Vehicle (EV) Operation such as Plug-in electric vehicle (PEV), Battery Electric Vehicle (BEV) and Hybrid Electric Vehicle (HEV)",49326
"Other land transport operation, n.e.c.",49329
Truck-for-hire operation (with driver),49331
Freight truck operation,49332
Tank truck delivery services,49333
"Freight transport operation, by road, n.e.c.",49339
"Transport via pipeline

This class includes transport of gases, liquids, water, slurry and other commodities via pipelines. It also includes operation of pump stations.
This class excludes distribution of natural or manufactured gas, water or steam, see 3520,3530,3600; transport of water, liquids, etc, by trucks, see 4933.",49400
Ocean passenger transport,50111
Interisland water passenger transport,50112
Renting of ship with operator,50113
Ocean freight transport,50121
Interisland water freight transport,50122
Towing and pushing services on coastal and trans-oceanic waters,50123
"Inland passenger water transport

This class includes transport of passenger via rivers, canals, lakes and other inland waterways, including inside harbors and ports. It also includes rental of pleasure boats with crew for inland water transport.",50210
"Inland freight water transport

This class includes transport of freight via rivers, canals, lakes and other inland waterways, including inside harbor and ports.",50220
Domestic air passenger transport,51101
International air passenger transport,51102
Non-scheduled air passenger transport,51103
Domestic air-freight transport,51201
International air freight transport,51202
Non-scheduled air freight transport,51203
General bonded warehouses except grain warehouse,52101
Grain warehouses,52102
Customs bonded warehouses,52103
Cold storage,52104
"Storage and warehousing, n.e.c.",52109
Freight terminal facilities for trucking companies,52211
Operation of parking lots,52212
Operation of toll roads and bridges,52213
"Other supporting land transport activities, including towing services and truck weighing services, n.e.c.",52219
"Service activities incidental to water transportation

This class includes :
Activities related to water transport of passengers, animals or freight :
operation of terminal facilities such as harbors and piers
operation of waterway locks, etc
navigation, pilotage and berthing activities
lighterage, salvage activities
lighthouse activities
This class excludes :
Cargo handling, see 5224;
Operation of marinas, see 9329.",52220
"Service activities incidental to air transportation

This class includes :
Activities related to air transport of passengers, animals or freight:
operation of terminal facilities such as airway terminals, etc.
airport and air-traffic-control activities
ground service activities on airfields, etc.
This class also includes firefighting and fire-prevention services at airports.
This class excludes :
Cargo handling, see 5224;
Operation of flying schools, see 8559.",52230
"Containerized cargo handling, auxiliary activity to land transport",52241
"Non- containerized cargo handling, auxiliary activity to land transport",52242
"Cargo handling, auxiliary activity to water transport",52243
"Cargo handling, auxiliary activity to air transport",52244
Freight forwarding services,52291
Customs brokerage (ship and aircraft),52292
Logistics services,52293
"Activities of other transport agencies, n.e.c.",52299
"Postal activities

This class includes :
Pickup, sorting, transport and delivery (domestic or international) of letter-post and (mail-type) parcels and packages by postal services operating under a universal service obligation. One or more modes of transport may be involved and the activity may be carried out with either self-owned (private) transport or via public transport.
Collection of letter-mail and parcels from public letter-boxes or from post offices
Distribution and delivery of mail and parcels
This class excludes postal giro, postal savings activities and money order activities, see 6419.",53100
Private postal service,53201
Messenger service,53202
Delivery of food,53203
"Other courier activities, n.e.c.",53209
Hotels,55101
Resort hotels,55102
Condotels,55103
Pension houses,55104
Camping sites/facilities,55105
Motels,55106
Tourist Inn,55107
"Other short term accommodation activities, n.e.c",55109
Dormitories/boarding houses,55901
"Other accommodation, n.e.c.",55909
Restaurants (full-service),56101
Fast-food restaurants/ Quick Service Restaurant,56102
Cafeterias,56103
"Refreshment stands, kiosks and counters",56104
"Mobile food services e.g., truck, van and other motorized vehicles and non-motorized carts",56105
Buffet and eat-all-you-can restaurants,56106
Carinderia or eatery,56107
"Food-to-go counter (e.g., fried/lechon/grilled chicken, pork, beef or fish and other related products)",56108
"Other restaurants and mobile food service activities, n.e.c.",56109
"Event catering

This class includes the provision of food services based on contractual arrangements with the customer, at the location specified by the customer, for a specific event. 
This class excludes manufacture of perishable food items for resale, see 1079; retail sale of perishable food items, see division 47.",56210
"Other food service activities

This class includes industrial catering, i.e., the provision of food services based on contractual arrangements with the customer, for a specific period of time.
Also included is the operation of food concessions at sports and similar facilities. The food is often prepared in a central unit.
This class includes :
Activities of food service contractors (e.g. for transportation companies)
Operation of food concessions at sports and similar facilities
Operation of canteens or cafeterias (e.g. for factories, offices, hospitals or schools) on a concession basis
This class excludes :
Manufacture of perishable food items for resale, see 1079;
Retail sale of perishable food items, see division 47.",56290
Night clubs,56301
Bars and cocktail lounges,56302
Café or coffee shops,56303
Tea shops,56304
"Other beverage serving activities, n.e.c.",56309
"Book Publishing

This class includes the activities of publishing books in print, electronic (CD, electronic displays, etc.) or audio form or on the Internet.
This class includes :
Publishing of books, brochures, leaflets and similar publications, including publishing of dictionaries and encyclopedia
Publishing of atlases, maps and charts
Publishing of audio books
Publishing of encyclopedias, etc. on CD-ROM
This class excludes :
Production of globes, see 329;
Publishing of advertising material, see 5819;
Publishing of music and sheet books, see 5920;
Activities of independent authors, see 9000.",58110
"Publishing of directories and mailing lists

This class includes the publishing of lists of facts/information (databases), that are protected in their form, but not in their content. These lists can be published in printed or electronic form.
This class includes :
Publishing of mailing lists
Publishing of telephone books
Publishing of other directories and compilations, such as case law, pharmaceutical compendia, etc.",58120
"Publishing of newspapers, journals and periodicals

This class includes the activities of publishing newspapers, including advertising newspapers as well as periodicals and other journals. This information can be published in print or electronic form, including on the Internet. Publishing of radio and television schedules is included here.",58130
"Other publishing activities

This class includes:
Publishing (including on-line) of :
catalogs
photos, engravings and postcards
greeting cards
forms
posters, reproduction of works of art
advertising material
other printed matter
This class also includes on-line publishing of statistics or other information.
This class excludes :
Retail sale of software, see 4741;
Publishing of advertising newspapers, see 5813;
On-line provision of software (application hosting and application service provisioning), see 6311.",58190
"Software publishing

This class includes :
Publishing of ready-made (non-customized) software : 
operating systems
business and other applications
computer games for all platforms
This class excludes :
Reproduction of software, see 1820;
Retail sale of non-customized software, see 4741;
Production of software not associated with publishing, see 6201;
On-line provision of software (application hosting and application software provisioning), see 6311.",58200
"Complete production of motion picture, video and television programme activities",59111
Pre and main production of traditional and 2D animation,59112
Pre and main production of 3D animation,59113
Pre and main production of other motion films and etc.,59119
Post production of traditional and 2D animation,59121
Post production of 3D animation,59122
Post production of other motion films and etc.,59129
"Motion picture, video and television programme distribution activities

This class includes distributing film, video tapes, DVDs and similar productions to motion picture theatres, television networks and stations and exhibitors.
This class also includes acquiring film, video tape and DVD distribution rights.
This class excludes :
Film duplicating (except reproduction of motion picture film for theatrical distribution ) as well as reproduction of audio and video tapes, CDs or DVDs from master copies, see 1820;
Reproduction of motion picture film for theatrical distribution, see 5912.",59130
"Motion picture projection activities

This class includes the motion picture or video tape projection in cinemas, in the open air or in other projection facilities.",59140
Sound recording activities,59201
Publishing of music,59202
Radio broadcasting and relay station and studios,60101
Radio program production,60102
Radio broadcasting activities over the Internet (Internet radio stations),60103
Television broadcasting and relay stations and studios including closed circuit television services,60201
Television program production,60202
Television broadcasting activities over the Internet (Internet television stations),60203
Wired (landline) services,61101
"Wired internet access service activities (e.g. DSL, leased line, dial-up)",61102
"Telegraph, facsimile/telefax, and telex services",61103
Other wired telecommunications activities,61109
Wireless landline services,61201
Mobile telecommunications services,61202
"Wireless internet access services (e.g. Internet Service Provider, broadband)",61203
"Other wireless telecommunication services, n.e.c.

This class excludes telecommunications resellers, see 6190.",61209
"Satellite telecommunications activities

This class includes :
Operating, maintaining or providing access to facilities for the transmission of voice, data, text, sound and video using a satellite telecommunications infrastructure
Delivery of visual, aural or textual programming received from cable networks, local television stations, or radio networks to consumers via direct-to-home satellite systems. ( The units classified here do not generally originate programming material)
This class also includes provision of Internet access by the operator of the satellite infrastructure
This class excludes telecommunications resellers, see 6190.",61300
Telephone access in facilities open to the public service activities,61901
Internet access in facilities open to the public service activities,61902
Voice Over Internet Protocol (VOIP) service activities,61903
"Other telecommunications service activities, n.e.c.",61909
Game design and development,62011
Other computer programming activities,62019
"Computer consultancy and computer facilities management activities

This class includes the planning and designing of computer systems that integrate computer hardware, software and communication technologies.
The units classified in this class may provide the hardware and software components of the system as part of their integrated services or these components may be provided by third parties or vendors. The units classified in this class often install the system and train and support the users of the system.
This class also includes the provision of on-site management and operation of clientsNULL computer systems and/or data processing facilities, as well as related support services.
This class excludes :
Separate sale of computer hardware or software, see 4651,4741.
Separate installation of mainframe and similar computers, see 3320.
Separate installation (setting-up) of personal computers, see 6209.
Separate software installation, see 6209.",62020
"Other information technology and computer service activities

This class includes other information and computer related activities not elsewhere classified, such as :
computer disaster recovery
installation (setting-up) of personal computers
software installation
This class excludes :
Installation of mainframe and similar computers, see 3320;
Computer programming, see 6201;
Computer consultancy, see 6202;
Computer facilities management, see 6202;
Data processing and hosting, see 6311.",62090
Data processing,63111
Website hosting services,63112
Application hosting services,63113
"Web portals

This class includes :
Operation of web sites that use a search engine to generate and maintain extensive databases of Internet addresses and content in an easily searchable format
Operation of other web sites that act as portals to the Internet, such as media sites providing periodically updated content",63120
"News agency activities

This class includes news syndicate and news agency activities furnishing news, pictures and features to the media.
This class excludes activities of independent photo journalists, see 7420; activities of independent journalists, see 9000.",63910
"Other information service activities, n.e.c.

This class includes other information service activities not elsewhere classified such as :
telephone base information services
information search services on a contract or fee basis
news clipping services, press clipping services, etc.
This class excludes activities of call centers, see 8221.",63990
"Central banking

This class includes : 
Issuing and managing the countryNULLs currency
Monitoring and control of the money supply
Taking deposits that are used for clearance between financial institutions
Supervising banking operations
Holding the countryNULLs international reserves
Acting as banker to the government
The activities of central banks will vary for institutional reasons.",64110
Universal Banking,64191
Commercial Banking,64192
Thrift Banking,64193
Private development banking,64194
Stock savings and loan activities,64195
Rural Banking,64196
Cooperative banking,64197
Specialized government banking,64198
"Other monetary intermediation i.e., Islamic Banking, n.e.c.",64199
"Activities of holding companies

This class includes the activities of holding companies, i.e. units that hold the assets (owning, controlling-levels of equity) of a group of subsidiary corporations and whose principal activity is owning the group. The holding companies in this class do not provide any other service to the businesses in which the equity is held, i.e. they do not administer or manage other units.
This class excludes active management of companies and enterprises, strategic planning and decision making of the company, see 7010.",64200
Investment company operation,64301
Investment house operation,64302
"Securities dealership, own account",64303
Trust corporation operation,64304
Mutual fund company operation,64305
"Financial leasing

This refers to the business of extending credit through a non-cancelable lease contract under which the lessor purchases or acquires, at the instance of the lessee, machinery, equipment, motor vehicles, appliances, business and office machines, and other movable or immovable property in consideration of the periodic payment by the lessee of a fixed amount of money sufficient to amortize at least seventy percent (70%) of the purchase price or acquisition cost, including any incidental expenses and a margin of profit over an obligatory period of not less than two (2) years during which the lessee has the right to hold and use the leased property with the right to expense the lease rentals paid to the lessor and bears the cost of repairs, maintenance, insurance and preservation thereof, but with no obligation or option on his part to purchase the leased property from the owner-lessor at the end of the lease contract.
This class excludes operational leasing, see division 77, according to type of goods leased.",64910
Credit card activities,64921
Lending company operation,64922
Financing company operations,64923
Venture capital corporation operation,64924
Credit granting entity operation,64925
"Other credit granting, n.e.c",64929
"Pawnshop operations

This group refers to the business of lending money on personal property physically delivered to the control and possession of the pawnshop operator as loan collateral. Allowable corollary activities of those engaged in pawnshop operations shall include money changing and/or performing as remittance agent, as may be registered with the Bangko Sentral ng Pilipinas.
This category covers pawnshop with single activity and those whose primary activity is lending money on personal property.
Pawnshops may also engage in other business activities such as acting as bills payment agent for utility companies and other entities, ticketing agent for airline companies, and other similar business activities provided that the appropriate department of the BSP shall be notified within five (5) working days from the date of actual engagement of the pawnshop in such business activity.",64930
Mutual building and loan association operation,64991
Non-stock savings and loan association operation,64992
Credit cooperative activities,64993
Mutual benefit association operation,64994
Foreign Exchange Dealing/ Money Changing (Money Service Businesses (MSBs)),64995
Remittance and Transfer Operations (MSBs),64996
"Other MSBs, i.e., virtual currency  exchange dealing",64997
"Non-bank thrift institution operations, n.e.c.",64999
"Life insurance

This class includes :
Underwriting annuities and life insurance policies, disability income insurance policies, and accidental death and dismemberment insurance policies (with or without a substantial savings element)",65110
"Non-life insurance

This class includes :
Provision of insurance services other than life insurance: accident and fire insurance, health insurance, travel insurance, property insurance, motor, marine, aviation and transport insurance and pecuniary loss and liability insurance.",65120
Reinsurance for life insurance,65201
Reinsurance for non-life insurance,65202
"Pension funding

This class includes legal entities (i.e. funds, plans and/or programs) organized to provide retirement income benefits exclusively for the sponsorNULLs employees or members. This includes pension plans with defined benefits, as well as individual plans where benefits are simply defined through the memberNULLs contribution.
This class includes :
Employee benefit plans
Pension funds
Retirement plans
This class excludes :
Management of pension funds, see 6630;
Compulsory social security schemes, see 8430.",65300
"Administration of financial markets

This class includes the operation and supervision of financial markets other than by public authorities, such as :  
Commodity contracts exchanges
Futures commodity contracts exchanges
Securities exchanges
Stock exchanges and stock or commodity options exchanges.",66110
"Security and commodity contracts brokerage

This class includes :
Dealing in financial markets on behalf of others (e.g. stock broking) and related activities;
Securities brokerage
Commodity contracts brokerage
Activities of bureaux de change etc.
This class excludes :
Dealing in markets on own account, see 6499;
Portfolio management, on a fee or contract basis, see 6630.",66120
"Other activities auxiliary to financial service activities

This class includes activities auxiliary to financial service activities not elsewhere classified, such as :
financial transaction processing and settlement activities, including for credit card transactions
investment advisory services
activities of mortgage advisers and brokers
This class also includes trustee, fiduciary and custody services on a fee or contract basis.
This class excludes :
Activities of insurance agents and brokers, see 6622;
Management of funds, see 6630.",66190
"Risk and damage evaluation

This includes the provision of administration services of insurance, such as assessing and settling insurance claims.
This class includes :
Assessing insurance claims: claims adjusting, risk assessing, risk and damage evaluation and average and loss adjusting.
Settling insurance claims
This class excludes :
Appraisal of real estate, see 6820;
Appraisal for other purposes, see 7490;
Investigation activities, see 8030.",66210
"Activities of insurance agents and brokers

This class includes the activities of insurance agents and brokers (insurance intermediaries) in selling, negotiating or soliciting of annuities and insurance and reinsurance policies.",66220
Pre-need plan for health,66231
Pre-need plan for education,66232
Pre-need plan for memorial and interment,66233
Pre-need plan for pension,66234
"Pre-need plan activities, n.e.c.",66239
"Other activities auxiliary to insurance and pension funding

This class includes :
Activities involved in or closely related to insurance and pension funding (except financial intermediation, claims adjusting and activities of insurance agents) :
 salvage administration
 actuarial services
This class excludes marine salvage activities,  see 5222.",66290
"Fund management activities

This class includes portfolio and fund management activities on a fee or contract basis, for individuals, businesses and others.
This class includes :
Management of mutual funds
Management of other investment funds
Management of pension funds",66300
"Real estate buying, selling, renting, leasing and operating of self-owned/leased apartment buildings, non-residential and dwellings",68110
"Real estate buying, developing, subdividing and selling,  of residential including mass housing",68120
"Cemetery development, selling, renting, leasing and operating of self-owned cemetery",68131
"Columbarium development, selling, renting, leasing and operating of self-owned columbarium (including burial crypt)",68132
Renting or leasing services of residential properties,68140
Other real estate activities with own or leased property,68190
"Real estate activities on a fee or contract basis

This class includes the provision of real estate activities on a fee or contract basis including real estate related services.
This class includes :
Activities or real estate agents and brokers
Intermediation in buying, selling and renting of real estate on a fee or contract basis
Management of real estate on a fee or contract basis
Appraisal services for real estate
Activities of real estate escrow agents
This class excludes :
Legal activities, see 6910;
Facilities support services, see 8110;
Management of facilities, such as military bases, prisons, and other facilities (except computer facilities management), see 8110.",68200
